entity_type,entity_key,lang,field,value,source,provenance
habitat_type,eunis@2021:Q21,de,description,"Topogene Feuchtgebiete, in denen die torfbildende Vegetation vom Zustrom des Wassers aus der umgebenden Landschaft abhängt. Die meisten Talmoore sind Lebensraumkomplexe aus Armmooren, Übergangsmooren und Kolken. Saure Talmoore tragen oft eine hochmoorähnliche Vegetation, besonders in den Teilen, die vom fließenden Wasser weiter entfernt sind. Basische und neutrale Talmoore tragen überwiegend Armmoorvegetation, in großen Moorsystemen begleitet von feuchtem saurem Grasland, Großseggenriedern und Röhrichten. Örtlich bilden sich Torfmoosbulte, und in kleinen Senken siedeln Übergangsmoor-, Ufer- oder Quellgesellschaften. Reichmoore in Tälern gehören nicht dazu.",situs@0.7.0,situs
habitat_type,eunis@2021:Q22,de,description,"Dieser von durchströmendem saurem, nährstoffarmem Grundwasser gespeiste Moortyp tritt in ganz verschiedenen Reliefsituationen auf — um Bergquellen, in den Randlaggs von Hochmooren, in Waldmulden und innerhalb nährstoffarmer Moorgrasland-Komplexe — und zwar in den silikatischen Landschaften des gemäßigten Europa, besonders im Norden. Es besteht ein durchgehender Oberflächenteppich aus oligotrophen Torfmoosen und kleinen Seggen mit einer Begleitflora aus Moorgeneralisten, wie sie für weniger minerotrophe Verhältnisse kennzeichnend sind. Eine Oberflächenstrukturierung ist meist nur schwach ausgeprägt; zu den borealen Gebieten hin kann jedoch ein sanftes Bult-Schlenken-Muster mit einzelnen Bäumen in trockeneren Bereichen auftreten.",situs@0.7.0,situs
habitat_type,eunis@2021:Q23,de,description,"Oligo- bis mesotrophes Moor an den vernässten Rändern von Gletscherseen und entlang von Bächen in der montanen und subalpinen Stufe der spanischen Sierra Nevada, Korsikas und der westlichen Balkanhalbinsel (sowie des Hohen Atlas in Marokko). Es entwickelt sich auf dünnen Torfdecken über silikatischem Gestein, die beständig nass und kühl gehalten werden — in den Hochgebirgen des Balkans einen großen Teil des Jahres von Schnee bedeckt — und die in vorherrschend trockenen Landschaften einen grünen Tupfer bilden. Die Vegetation wird von kleinen Seggen oder anderen Sauergräsern beherrscht, oft mit bemerkenswerten endemischen und reliktischen Arten.",situs@0.7.0,situs
habitat_type,eunis@2021:Q24,de,description,"Diese schwach sauren minerotrophen Moore stocken auf Torf, der aus den oberen Einzugsgebieten durch diffuses Sickern kalkfreien, über Quellen austretenden Grundwassers gespeist wird. Sie sind im gemäßigten Europa weit verbreitet, im wärmeren Süden allerdings in größeren Höhenlagen. Die Vegetation wird typischerweise von einem Teppich aus Braunmoosen und minerotrophen Torfmoosen, kleinen Seggen und begleitenden Kräutern beherrscht, im Allgemeinen ohne Reichmoorzeiger, mitunter mit trockeneren Bulten, auf denen Zwergsträucher und vereinzelte Bäume wachsen können.",situs@0.7.0,situs
habitat_type,eunis@2021:Q25,de,description,"Dieser Lebensraum entsteht durch Verlandung offener Gewässer: Von den Rändern saurer Seen und Weiher wachsen durchnässte Schwingdecken aus Vegetation vor, und Torf sammelt sich an, sodass insgesamt eine flache, schwingende Fläche entsteht. Er ist in Europa weit verbreitet, meist jedoch sehr kleinflächig; die größten Flächen werden aus den nordischen Ländern gemeldet. Auf den verfilzten Teppichen aus Seggen und anderen Gefäßpflanzen minerotropher Standorte entwickeln sich Torfmoose, weitere Moose und oft reichlich Lebermoose; dickere Partien bilden mitunter unregelmäßige ombrotrophe Bulte. Die Hauptgefährdung ist die Entwässerung, die rasch und oft unumkehrbar zur Entwicklung anderer Lebensräume wie Armmoore führt. Schwingrasenbereiche in Durchströmungsmooren, die weit artenreicher sind, brauchen nach einer Wiedervernässung sehr lange zur Regeneration, wenn der Regelmechanismus des Torfkörpers durch Entwässerung zerstört wurde.",situs@0.7.0,situs
habitat_type,eunis@2021:Q3,de,description,[Die einzelnen Lebensräume Q31 und Q32 auf Hierarchieebene 3 konnten vom Expertensystem nicht getrennt werden. Deshalb wurde nur der Lebensraum Q3 auf Ebene 2 definiert.],situs@0.7.0,situs
habitat_type,eunis@2021:Q41,de,description,"Kleinseggenriede, Quellmoore und Moorgrasland, die durch basenreiche, nährstoffarme Wässer dauerhaft nass gehalten werden; verbreitet in den Tief- und Berglagen des gemäßigten Europa und kleinflächiger in der borealen Zone. Am häufigsten, reichsten und vielfältigsten sind sie in den Kalkmassiven der mitteleuropäischen Gebirge, besonders in Alpen und Karpaten. Der Boden ist reich an organischer Substanz und weist hohe pH-Werte auf, oft mit Ausfällung von Kalk oder Kalktuff. Kleine basiphile Seggen beherrschen die Vegetation, begleitet von einer reichen Begleitflora und einem fleckenhaften Teppich aus Moormoosen; Torfmoose fehlen.",situs@0.7.0,situs
habitat_type,eunis@2021:Q42,de,description,"Basenreiche Moore ohne Kalkausfällung, oft mit kalktoleranten Torfmoosen wie Sphagnum contortum, S. subfulvum, S. teres und S. warnstorfii. Die Torfmoose werden von weiteren Moosen wie Paludella squarrosa und Tomentypnum nitens begleitet, dazu treten Seggen, Sonnentau sowie kalkliebende wie kalkmeidende Gefäßpflanzen — eine Kombination, die diesen Lebensraum zu den artenreichsten Mooren zählen lässt.",situs@0.7.0,situs
habitat_type,eunis@2021:Q43,de,description,"Großseggenriede werden von mittelhohen bis hohen Sauergräsern und hohen Stauden beherrscht, dazu kommen eine lückigere Schicht niedriger Pflanzen und ein Bodenteppich aus Reichmoormoosen. Sie sind auf ebene Geländeformen beschränkt, in denen basenreiches, nährstoffarmes Grundwasser aus Quellen und Sickerlinien die Oberfläche auch im Sommer sehr nass hält. Sie treten in ganz Europa auf, besonders in den atlantischen und mitteleuropäischen Tieflagen, und gehen nach Norden hin in der Artenzusammensetzung in kalkreiche Schwingrasenmoore über; in Fennoskandien bedecken sie mitunter große Flächen.",situs@0.7.0,situs
habitat_type,eunis@2021:Q44,de,description,"Kalkreiche Schwingrasenmoore entstehen als topogene Moore in Becken, die von sehr kalkreichem, nährstoffarmem Grundwasser gespeist werden; der Torf ist meist dünn, weniger als 2 m mächtig. Der Lebensraum ist in ganz Europa verbreitet, am häufigsten jedoch in Finnland und Schweden. Die Oberfläche wird dauerhaft sehr nass gehalten und ist von einem ausgedehnten Moosteppich mit nur spärlichen Gefäßpflanzen bedeckt, der bisweilen über unregelmäßigen Mustern aus Schlenken und Mulden liegt. An der Oberfläche kann Kalk ausfallen, und der Teppich wird oft von offenen Wasserflächen unterbrochen.",situs@0.7.0,situs
habitat_type,eunis@2021:Q45,de,description,"Moore auf offenen Substraten, die entlang kleiner Flüsse, an Quellen oder Gletschern in der alpinen Stufe der europäischen Gebirge und in der Arktis beständig von eiskaltem, basenreichem Wasser durchrieselt werden. Ständige Störung durch bewegtes Wasser und Frostwechsel, die Belüftung durch turbulente Strömung und die geringe Produktivität verhindern eine Torfbildung. Folglich tritt dieser Moortyp typischerweise als kleine, instabile Flecken auf, die offenen Boden besiedeln. Die Vegetation besteht aus kleinen basiphilen Seggen, Binsen und Kräutern, Braunmoosen und Lebermoosen.",situs@0.7.0,situs
habitat_type,eunis@2021:Q46,de,description,"Kleinseggenriede auf aktiven Kalktuffquellen, die von außerordentlich mineralreichem Grundwasser gespeist werden, das aus tiefen Grundwasserleitern entlang tertiärer Störungen aufsteigt. Sie haben eine altertümliche Artenzusammensetzung bewahrt, die auf kalkreiche Kleinseggenriede des gemäßigten Europa spezialisierte Pflanzen und Tiere (etwa Schnecken und Muschelkrebse) — zum Beispiel Eleocharis quinqueflora, Parnassia palustris, Pinguicula vulgaris, Primula farinosa und Schoenus ferrugineus — mit halophytischen Arten wie Centaurium littorale subsp. uliginosum, Glaux maritima, Plantago maritima subsp. salsa, Scorzonera parviflora und Triglochin maritima verbindet. Eine kennzeichnende Art ist Trichophorum pumilum, ein seltenes Eiszeitrelikt wenig produktiver Tundren-, Moor- und Salzwiesenlebensräume. Viele dieser Arten haben hier isolierte Reliktvorkommen. Ihre Artenzusammensetzung ähnelt derjenigen halophytischer Moore der südsibirischen Hochgebirge, die klimatisch dem europäischen Hochglazial entsprechen. Der Lebensraum ist endemisch für die Becken der Inneren Westkarpaten. Die meisten Vorkommen wurden in der Vergangenheit zerstört.",situs@0.7.0,situs
habitat_type,eunis@2021:Q51,de,description,"Dieser Lebensraum hochwüchsiger Sauergras- und Staudensumpfpflanzen besetzt kennzeichnenderweise eine Zone von flachem bis mäßig tiefem, mesotrophem bis eutrophem Süß- oder schwach brackigem Wasser an den Ufern von Flüssen und Seen, in künstlichen Gewässern sowie an nährstoffreichen Landstandorten auf staunassem Boden. Er ist in den europäischen Tieflagen sehr weit verbreitet, von Natur aus jedoch kleinflächig verteilt. Welche Art dominiert, hängt von Wassertiefe, Überflutungsdauer, Substrat, Trophiegrad, Störung durch Wellen oder Strömung, Verbiss und menschlichem Einfluss ab; einige Arten werden als Futter oder für Reetdächer geschnitten. Wegen der Konkurrenzkraft und des klonalen Wuchses der hohen Sumpfpflanzen sind die Bestände meist artenarm und werden häufig von einer oder wenigen Arten beherrscht. Der Lebensraum ist gefährdet durch Entwässerung und Verschmutzung, durch Landgewinnung für Landwirtschaft und Siedlungsbau sowie durch den Rückgang der Moornutzung für nachwachsende Rohstoffe.",situs@0.7.0,situs
habitat_type,eunis@2021:Q52,de,description,"Vegetation aus niedrigen und amphibischen Sumpfpflanzen des Süßwassers ist ein weit verbreiteter, sehr häufiger, aber kleinflächig verteilter Lebensraum der europäischen Tieflagen; er tritt in den flachen Uferzonen von Seen, Weihern und Flüssen auf, deren Wasserstand regelmäßig und wiederholt schwankt. Kennzeichnend sind amphibische Pflanzen; der Lebensraum ist für benthische Wirbellose, Fische, Amphibien und mehrere Vogelarten wichtig, weil er Deckung und Nahrung bietet. Wie andere Feuchtlebensräume hat er stark unter der Intensivierung der Landwirtschaft gelitten — Entwässerung, veränderte Überflutungsverhältnisse, Landgewinnung — sowie unter der Ausdehnung der Siedlungsflächen.",situs@0.7.0,situs
